jockey_id,place_count,total_count,jockey_show_rate,jockey_win_rate,jockey_race_count,jockey_lcb95
1084,653,3979,0.1643251379829403,0.05353103794923347,3979,0.15476839199159742
1085,2715,12349,0.21989316931045647,0.07069398331848732,12349,0.2137905258136102
1086,94,1250,0.07637231503579953,0.0224,1250,0.06444971893320607
1087,286,2129,0.1348314606741573,0.032409581963363084,2129,0.12287590807280646
1088,4758,12109,0.39286893364146586,0.16326699149393015,12109,0.3855811099869502
1089,114,1188,0.09707112970711297,0.021885521885521887,1188,0.08338310173876053
1090,1,15,0.13636363636363635,0.06666666666666667,15,0.040099536297474425
1091,1867,10699,0.17457500467027834,0.04420973922796523,10699,0.16857547523990654
1092,2220,11023,0.2014505893019039,0.05751610269436633,11023,0.19520009636593075
1093,2979,11440,0.26041757665763954,0.08767482517482518,11440,0.25369472379417046
1094,67,790,0.08657465495608532,0.02278481012658228,790,0.07081006697442825
1095,3313,13637,0.24296394019349166,0.08594265600938623,13637,0.23694633974841772
1096,2423,12638,0.19177540529853698,0.05459724639974679,12638,0.18604467104098296
1097,148,1189,0.1254180602006689,0.03700588730025231,1189,0.11003567280808009
1098,83,908,0.09289617486338798,0.019823788546255508,908,0.07764066758953207
1099,1006,6207,0.16221435468297393,0.04994361205091026,6207,0.15458495114773127
1100,227,1163,0.19572649572649573,0.061049011177987965,1163,0.17695458910867973
1101,533,3003,0.1777408637873754,0.04828504828504829,3003,0.16640401297012203
1102,2577,10167,0.25348928641635543,0.08458739057735812,10167,0.246423436921433
1103,189,1507,0.1261558784676354,0.027206370272063702,1507,0.11241051447675769
1104,402,3727,0.10819496518478842,0.034612288704051516,3727,0.0999555410328536
1105,142,1218,0.11755102040816326,0.025451559934318555,1218,0.10278343515747639
1106,90,984,0.09283551967709384,0.024390243902439025,984,0.0781604251625173
1107,63,634,0.10140405616224649,0.031545741324921134,634,0.08253835252414325
1108,527,4111,0.1284604176784847,0.04305521770858672,4111,0.1199885803102885
1109,725,6019,0.12064387653501493,0.03156670543279615,6019,0.11381512129529424
1110,17,438,0.04269662921348315,0.01141552511415525,438,0.028200593416621143
1111,57,825,0.07091346153846154,0.020606060606060607,825,0.056893529208484256
